Grade ID,Section ID,Student ID,Assessment ID,Grade,Total
619,26319,12,24,8,10
620,26319,12,25,10,10
621,26319,12,26,8,10
622,26319,12,27,2,2
623,26319,12,28,2,2
624,26319,12,29,2,2
625,26319,12,30,2,2
626,26319,12,31,2,2
627,26319,12,32,2,2
628,26319,12,33,2,2
629,26319,12,34,2,2
630,26319,12,35,2,2
631,26319,12,36,2,2
632,26319,12,37,0,2
633,26319,12,38,2,2
634,26319,12,39,2,0
635,26319,12,40,2,2
636,26319,12,41,10,10
637,26319,12,42,10,10
638,26319,12,43,10,10
639,26319,12,44,5,5
640,26319,12,45,10,10
641,26319,12,46,3,3
642,26319,12,47,3,3
643,26319,12,48,3,3
644,26319,12,49,4,4
645,26319,12,50,77,100
646,26319,12,51,92,100
647,26319,12,52,96,100
648,26319,12,53,3,3
649,26319,13,1,2,2
650,26319,13,2,2,2
651,26319,13,3,2,2
652,26319,13,4,2,2
653,26319,13,5,2,2
654,26319,13,6,2,2
655,26319,13,7,1,2
656,26319,13,8,2,2
657,26319,13,9,2,2
658,26319,13,10,0,2
659,26319,13,11,2,2
660,26319,13,12,2,2
661,26319,13,13,2,2
662,26319,13,14,2,2
663,26319,13,54,96,100
664,26319,13,15,8,10
665,26319,13,16,10,10
666,26319,13,17,8,10
667,26319,13,18,10,10
668,26319,13,19,10,10
669,26319,13,20,10,10
670,26319,13,21,10,10
671,26319,13,22,8,10
672,26319,13,23,10,10
673,26319,13,24,10,10
674,26319,13,25,8,10
675,26319,13,26,10,10
676,26319,13,27,2,2
677,26319,13,28,2,2
678,26319,13,29,2,2
679,26319,13,30,2,2
680,26319,13,31,2,2
681,26319,13,32,2,2
682,26319,13,33,2,2
683,26319,13,34,2,2
684,26319,13,35,2,2
685,26319,13,36,2,2
686,26319,13,37,2,2
687,26319,13,38,2,2
688,26319,13,39,0,0
689,26319,13,40,2,2
690,26319,13,41,10,10
691,26319,13,42,10,10
692,26319,13,43,10,10
693,26319,13,44,5,5
694,26319,13,45,10,10
695,26319,13,46,3,3
696,26319,13,47,3,3
697,26319,13,48,3,3
698,26319,13,49,4,4
699,26319,13,50,61,100
700,26319,13,51,74,100
701,26319,13,52,87,100
702,26319,13,53,3,3
703,26319,14,1,2,2
704,26319,14,2,2,2
705,26319,14,3,2,2
706,26319,14,4,2,2
707,26319,14,5,2,2
708,26319,14,6,2,2
709,26319,14,7,2,2
710,26319,14,8,2,2
711,26319,14,9,2,2
712,26319,14,10,2,2
713,26319,14,11,2,2
714,26319,14,12,2,2
715,26319,14,13,2,2
716,26319,14,14,2,2
717,26319,14,54,69,100
718,26319,14,15,10,10
719,26319,14,16,12,10
720,26319,14,17,10,10
721,26319,14,18,11,10
722,26319,14,19,10,10
723,26319,14,20,6,10
724,26319,14,21,6,10
725,26319,14,22,6,10
726,26319,14,23,10,10
727,26319,14,24,8,10
728,26319,14,25,10,10
729,26319,14,26,10,10
730,26319,14,27,2,2
731,26319,14,28,2,2
732,26319,14,29,2,2
733,26319,14,30,2,2
734,26319,14,31,2,2
735,26319,14,32,2,2
736,26319,14,33,2,2
737,26319,14,34,2,2
738,26319,14,35,2,2
739,26319,14,36,2,2
740,26319,14,37,2,2
741,26319,14,38,2,2
742,26319,14,39,0,0
743,26319,14,40,2,2
744,26319,14,41,10,10
745,26319,14,42,10,10
746,26319,14,43,10,10
747,26319,14,44,5,5
748,26319,14,45,10,10
749,26319,14,46,3,3
750,26319,14,47,3,3
751,26319,14,48,3,3
752,26319,14,49,4,4
753,26319,14,50,82,100
754,26319,14,51,69,100
755,26319,14,52,77,100
756,26319,14,53,3,3
757,26319,15,1,2,2
758,26319,15,2,2,2
759,26319,15,3,2,2
760,26319,15,4,2,2
761,26319,15,5,2,2
762,26319,15,6,2,2
763,26319,15,7,2,2
764,26319,15,8,2,2
765,26319,15,9,2,2
766,26319,15,10,2,2
767,26319,15,11,2,2
768,26319,15,12,2,2
769,26319,15,13,2,2
770,26319,15,14,2,2
771,26319,15,54,50,100
772,26319,15,15,8,10
773,26319,15,16,8,10
774,26319,15,17,10,10
775,26319,15,18,10,10
776,26319,15,19,10,10
777,26319,15,20,10,10
778,26319,15,21,4,10
779,26319,15,22,2,10
780,26319,15,23,10,10
781,26319,15,24,6,10
782,26319,15,25,8,10
783,26319,15,26,8,10
784,26319,15,27,2,2
785,26319,15,28,2,2
786,26319,15,29,2,2
787,26319,15,30,2,2
788,26319,15,31,2,2
789,26319,15,32,2,2
790,26319,15,33,1,2
791,26319,15,34,2,2
792,26319,15,35,2,2
793,26319,15,36,2,2
794,26319,15,37,2,2
795,26319,15,38,2,2
796,26319,15,39,0,0
797,26319,15,40,2,2
798,26319,15,41,9,10
799,26319,15,42,10,10
800,26319,15,43,9,10
801,26319,15,44,5,5
802,26319,15,45,10,10
803,26319,15,46,3,3
804,26319,15,47,3,3
805,26319,15,48,3,3
806,26319,15,49,4,4
807,26319,15,50,66,100
808,26319,15,51,82,100
809,26319,15,52,82,100
810,26319,15,53,2,3
811,26319,16,1,2,2
812,26319,16,2,2,2
813,26319,16,3,2,2
814,26319,16,4,2,2
815,26319,16,5,2,2
816,26319,16,6,2,2
817,26319,16,7,2,2
818,26319,16,8,2,2
819,26319,16,9,2,2
820,26319,16,10,2,2
821,26319,16,11,2,2
822,26319,16,12,2,2
823,26319,16,13,2,2
824,26319,16,14,2,2
825,26319,16,54,100,100
826,26319,16,15,8,10
827,26319,16,16,12,10
828,26319,16,17,10,10
829,26319,16,18,11,10
830,26319,16,19,10,10
831,26319,16,20,8,10
832,26319,16,21,10,10
833,26319,16,22,10,10
834,26319,16,23,10,10
835,26319,16,24,12,10
836,26319,16,25,10,10
837,26319,16,26,10,10
838,26319,16,27,2,2
839,26319,16,28,2,2
840,26319,16,29,2,2
841,26319,16,30,2,2
842,26319,16,31,2,2
843,26319,16,32,2,2
844,26319,16,33,2,2
845,26319,16,34,2,2
846,26319,16,35,2,2
847,26319,16,36,2,2
848,26319,16,37,2,2
849,26319,16,38,2,2
850,26319,16,39,1.5,0
851,26319,16,40,2,2
852,26319,16,41,10,10
853,26319,16,42,10,10
854,26319,16,43,10,10
855,26319,16,44,5,5
856,26319,16,45,10,10
857,26319,16,46,3,3
858,26319,16,47,3,3
859,26319,16,48,3,3
860,26319,16,49,4,4
861,26319,16,50,87,100
862,26319,16,51,95,100
863,26319,16,52,94,100
864,26319,16,53,3,3
865,26319,17,1,2,2
866,26319,17,2,2,2
867,26319,17,3,2,2
868,26319,17,4,2,2
869,26319,17,5,2,2
870,26319,17,6,2,2
871,26319,17,7,2,2
872,26319,17,8,2,2
873,26319,17,9,2,2
874,26319,17,10,2,2
875,26319,17,11,2,2
876,26319,17,12,2,2
877,26319,17,13,2,2
878,26319,17,14,2,2
879,26319,17,54,100,100
880,26319,17,15,6,10
881,26319,17,16,10,10
882,26319,17,17,10,10
883,26319,17,18,8,10
884,26319,17,19,10,10
885,26319,17,20,10,10
886,26319,17,21,10,10
887,26319,17,22,10,10
888,26319,17,23,10,10
889,26319,17,24,10,10
890,26319,17,25,10,10
891,26319,17,26,10,10
892,26319,17,27,2,2
893,26319,17,28,2,2
894,26319,17,29,2,2
895,26319,17,30,2,2
896,26319,17,31,2,2
897,26319,17,32,2,2
898,26319,17,33,2,2
899,26319,17,34,2,2
900,26319,17,35,2,2
901,26319,17,36,2,2
902,26319,17,37,2,2
903,26319,17,38,2,2
904,26319,17,39,2,0
905,26319,17,40,2,2
906,26319,17,41,8,10
907,26319,17,42,10,10
908,26319,17,43,10,10
909,26319,17,44,5,5
910,26319,17,45,10,10
911,26319,17,46,3,3
912,26319,17,47,3,3
913,26319,17,48,3,3
914,26319,17,49,4,4
915,26319,17,50,87,100
916,26319,17,51,85,100
917,26319,17,52,94,100
918,26319,17,53,3,3
919,26319,18,1,2,2
920,26319,18,2,2,2
921,26319,18,3,2,2
922,26319,18,4,2,2
923,26319,18,5,2,2
924,26319,18,6,2,2
925,26319,18,7,2,2
926,26319,18,8,2,2
927,26319,18,9,2,2
928,26319,18,10,2,2
929,26319,18,11,2,2
930,26319,18,12,2,2
931,26319,18,13,2,2
932,26319,18,14,2,2
933,26319,18,54,88,100
934,26319,18,15,8,10
935,26319,18,16,10,10
936,26319,18,17,10,10
937,26319,18,18,10,10
938,26319,18,19,10,10
939,26319,18,20,10,10
940,26319,18,21,10,10
941,26319,18,22,10,10
942,26319,18,23,10,10
943,26319,18,24,0,10
944,26319,18,25,10,10
945,26319,18,26,8,10
946,26319,18,27,2,2
947,26319,18,28,2,2
948,26319,18,29,2,2
949,26319,18,30,2,2
950,26319,18,31,2,2
951,26319,18,32,2,2
952,26319,18,33,2,2
953,26319,18,34,2,2
954,26319,18,35,2,2
955,26319,18,36,2,2
956,26319,18,37,0,2
957,26319,18,38,2,2
958,26319,18,39,1.5,0
959,26319,18,40,2,2
960,26319,18,41,9,10
961,26319,18,42,10,10
962,26319,18,43,10,10
963,26319,18,44,5,5
964,26319,18,45,10,10
965,26319,18,46,3,3
966,26319,18,47,3,3
967,26319,18,48,3,3
968,26319,18,49,4,4
969,26319,18,50,78,100
970,26319,18,51,81,100
971,26319,18,52,98,100
972,26319,18,53,3,3
973,26319,19,1,0,2
974,26319,19,2,2,2
975,26319,19,3,2,2
976,26319,19,4,2,2
977,26319,19,5,2,2
978,26319,19,6,2,2
979,26319,19,7,1,2
980,26319,19,8,2,2
981,26319,19,9,2,2
982,26319,19,10,2,2
983,26319,19,11,2,2
984,26319,19,12,0,2
985,26319,19,13,2,2
986,26319,19,14,2,2
987,26319,19,54,96,100
988,26319,19,15,8,10
989,26319,19,16,6.4,10
990,26319,19,17,10,10
991,26319,19,18,6,10
992,26319,19,19,8,10
993,26319,19,20,6,10
994,26319,19,21,10,10
995,26319,19,22,10,10
996,26319,19,23,8,10
997,26319,19,24,10,10
998,26319,19,25,8,10
999,26319,19,26,10,10
1000,26319,19,27,2,2
1001,26319,19,28,2,2
1002,26319,19,29,2,2
1003,26319,19,30,2,2
1004,26319,19,31,2,2
1005,26319,19,32,2,2
1006,26319,19,33,2,2
1007,26319,19,34,2,2
1008,26319,19,35,2,2
1009,26319,19,36,2,2
1010,26319,19,37,2,2
1011,26319,19,38,2,2
1012,26319,19,39,0,0
1013,26319,19,40,2,2
1014,26319,19,41,7,10
1015,26319,19,42,10,10
1016,26319,19,43,10,10
1017,26319,19,44,4.4,5
1018,26319,19,45,10,10
1019,26319,19,46,3,3
1020,26319,19,47,3,3
1021,26319,19,48,3,3
1022,26319,19,49,4,4
1023,26319,19,50,42,100
1024,26319,19,51,40,100
1025,26319,19,52,73,100
1026,26319,19,53,3,3
1027,26319,20,1,2,2
1028,26319,20,2,2,2
1029,26319,20,3,2,2
1030,26319,20,4,2,2
1031,26319,20,5,2,2
1032,26319,20,6,2,2
1033,26319,20,7,2,2
1034,26319,20,8,2,2
1035,26319,20,9,2,2
1036,26319,20,10,2,2
1037,26319,20,11,2,2
1038,26319,20,12,2,2
1039,26319,20,13,2,2
1040,26319,20,14,2,2
1041,26319,20,54,100,100
1042,26319,20,15,4,10
1043,26319,20,16,12,10
1044,26319,20,17,10,10
1045,26319,20,18,11,10
1046,26319,20,19,10,10
1047,26319,20,20,6,10
1048,26319,20,21,10,10
1049,26319,20,22,10,10
1050,26319,20,23,10,10
1051,26319,20,24,8,10
1052,26319,20,25,8,10
1053,26319,20,26,8,10
1054,26319,20,27,2,2
1055,26319,20,28,2,2
1056,26319,20,29,2,2
1057,26319,20,30,2,2
1058,26319,20,31,2,2
1059,26319,20,32,2,2
1060,26319,20,33,2,2
1061,26319,20,34,2,2
1062,26319,20,35,2,2
1063,26319,20,36,2,2
1064,26319,20,37,2,2
1065,26319,20,38,2,2
1066,26319,20,39,0.5,0
